Year,Month,Day of the Week,Hour,Location Type,Status,Day Part
2021,September,Tuesday,20,Private Property Structure,Stolen,Evening
2021,September,Saturday,1,Private Property Structure,Stolen,Overnight
2021,September,Wednesday,6,Parking Lots,Stolen,Morning
2021,September,Wednesday,11,Apartment,Stolen,Morning
2021,September,Monday,21,Apartment,Stolen,Evening
2021,September,Thursday,20,"Streets, Roads, Highways",Stolen,Evening
2021,September,Tuesday,16,Parking Lots,Stolen,Afternoon
2021,September,Sunday,13,"Single Home, House",Stolen,Afternoon
2021,September,Tuesday,20,Private Property Structure,Stolen,Evening
2021,September,Tuesday,20,Private Property Structure,Stolen,Evening
2021,September,Thursday,20,"Streets, Roads, Highways",Stolen,Evening
2021,September,Monday,12,Parking Lots,Stolen,Afternoon
2021,September,Thursday,8,Apartment,Stolen,Morning
2021,September,Thursday,17,Homeless Shelter / Mission,Stolen,Afternoon
2021,September,Thursday,22,Private Property Structure,Stolen,Evening
2021,September,Friday,21,Apartment,Stolen,Evening
2021,September,Sunday,23,Apartment,Stolen,Evening
2021,September,Friday,8,Universities / Colleges,Stolen,Morning
2021,September,Thursday,1,Apartment,Stolen,Overnight
2021,September,Sunday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,September,Thursday,14,Apartment,Stolen,Afternoon
2021,September,Thursday,2,Apartment,Stolen,Overnight
2021,September,Thursday,2,Apartment,Stolen,Overnight
2021,September,Tuesday,3,Apartment,Stolen,Overnight
2021,September,Friday,18,"Streets, Roads, Highways",Stolen,Evening
2021,July,Saturday,9,Parking Lots,Unknown,Morning
2021,September,Friday,13,Go Station,Stolen,Afternoon
2021,September,Friday,12,Universities / Colleges,Stolen,Afternoon
2021,September,Friday,13,Parking Lots,Stolen,Afternoon
2021,September,Tuesday,9,Apartment,Stolen,Morning
2021,September,Tuesday,9,Apartment,Stolen,Morning
2021,September,Thursday,17,Other Non Commercial / Corporate Places,Stolen,Afternoon
2021,September,Thursday,22,Private Property Structure,Stolen,Evening
2021,September,Friday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Thursday,22,Private Property Structure,Stolen,Evening
2021,September,Friday,6,"Streets, Roads, Highways",Stolen,Morning
2021,September,Friday,21,Apartment,Stolen,Evening
2021,September,Tuesday,4,Apartment,Stolen,Overnight
2021,September,Saturday,3,"Streets, Roads, Highways",Stolen,Overnight
2021,September,Saturday,12,Open Areas,Stolen,Afternoon
2021,September,Sunday,9,Apartment,Stolen,Morning
2021,September,Saturday,1,Apartment,Stolen,Overnight
2021,August,Saturday,21,Apartment,Stolen,Evening
2021,August,Saturday,21,Apartment,Stolen,Evening
2021,August,Saturday,21,Apartment,Stolen,Evening
2021,September,Saturday,12,Open Areas,Stolen,Afternoon
2021,September,Saturday,6,Apartment,Stolen,Morning
2021,September,Sunday,20,"Streets, Roads, Highways",Stolen,Evening
2021,September,Sunday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Friday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Saturday,22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,September,Friday,3,Apartment,Stolen,Overnight
2021,September,Sunday,3,"Streets, Roads, Highways",Stolen,Overnight
2021,September,Sunday,13,"Single Home, House",Stolen,Afternoon
2021,September,Wednesday,7,"Streets, Roads, Highways",Stolen,Morning
2021,September,Thursday,16,"Single Home, House",Stolen,Afternoon
2021,September,Friday,16,Open Areas,Stolen,Afternoon
2021,September,Friday,9,Universities / Colleges,Stolen,Morning
2021,September,Sunday,11,Apartment,Stolen,Morning
2021,September,Friday,13,Open Areas,Stolen,Afternoon
2021,September,Sunday,12,Apartment,Stolen,Afternoon
2021,September,Saturday,19,"Streets, Roads, Highways",Stolen,Evening
2021,September,Friday,20,Apartment,Stolen,Evening
2021,September,Sunday,12,Apartment,Stolen,Afternoon
2021,September,Saturday,21,Bar / Restaurant,Stolen,Evening
2021,September,Sunday,12,Apartment,Stolen,Afternoon
2021,September,Sunday,19,Universities / Colleges,Stolen,Evening
2021,September,Monday,9,"Streets, Roads, Highways",Stolen,Morning
2021,September,Tuesday,12,Schools During Supervised Activity,Stolen,Afternoon
2021,September,Monday,19,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,September,Monday,12,Apartment,Stolen,Afternoon
2021,September,Sunday,22,Apartment,Stolen,Evening
2021,September,Saturday,20,Apartment,Stolen,Evening
2021,September,Monday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Sunday,19,Apartment,Stolen,Evening
2021,September,Wednesday,17,Private Property Structure,Stolen,Afternoon
2021,September,Friday,13,Schools During Supervised Activity,Stolen,Afternoon
2021,September,Monday,12,Apartment,Stolen,Afternoon
2021,September,Sunday,18,"Single Home, House",Stolen,Evening
2021,September,Sunday,18,"Single Home, House",Stolen,Evening
2021,September,Sunday,12,Apartment,Stolen,Afternoon
2021,September,Thursday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Sunday,22,Apartment,Stolen,Evening
2021,September,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2021,June,Thursday,9,Private Property Structure,Stolen,Morning
2021,September,Wednesday,11,Apartment,Stolen,Morning
2021,September,Monday,21,Apartment,Stolen,Evening
2021,September,Tuesday,14,Homeless Shelter / Mission,Stolen,Afternoon
2021,September,Sunday,23,"Single Home, House",Stolen,Evening
2021,September,Tuesday,11,Universities / Colleges,Stolen,Morning
2021,September,Tuesday,17,Apartment,Stolen,Afternoon
2021,September,Saturday,13,Open Areas,Stolen,Afternoon
2021,September,Tuesday,7,Universities / Colleges,Stolen,Morning
2021,September,Friday,9,Apartment,Stolen,Morning
2021,September,Tuesday,17,Apartment,Stolen,Afternoon
2021,September,Tuesday,8,Schools During Supervised Activity,Stolen,Morning
2021,September,Monday,18,"Single Home, House",Stolen,Evening
2021,September,Tuesday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Monday,18,Unknown,Stolen,Evening
2021,September,Tuesday,17,Apartment,Stolen,Afternoon
2021,September,Monday,22,Private Property Structure,Stolen,Evening
2021,September,Tuesday,11,Apartment,Stolen,Morning
2021,June,Wednesday,11,Apartment,Stolen,Morning
2021,June,Wednesday,11,Apartment,Stolen,Morning
2021,September,Monday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,8,"Streets, Roads, Highways",Unknown,Morning
2021,September,Thursday,17,Apartment,Stolen,Afternoon
2021,September,Saturday,17,"Single Home, House",Stolen,Afternoon
2021,September,Tuesday,22,Bank And Other Financial Institutions,Stolen,Evening
2021,September,Tuesday,6,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,September,Tuesday,16,Private Property Structure,Stolen,Afternoon
2021,September,Tuesday,16,Private Property Structure,Stolen,Afternoon
2021,September,Tuesday,21,"Single Home, House",Stolen,Evening
2021,September,Thursday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Wednesday,1,Apartment,Stolen,Overnight
2021,September,Tuesday,21,"Single Home, House",Stolen,Evening
2021,September,Tuesday,21,"Single Home, House",Stolen,Evening
2021,September,Wednesday,23,"Single Home, House",Stolen,Evening
2021,September,Wednesday,23,"Single Home, House",Stolen,Evening
2021,September,Thursday,13,Hospital / Institutions / Medical Facilities,Stolen,Afternoon
2021,September,Thursday,17,Parking Lots,Stolen,Afternoon
2021,September,Sunday,6,Bar / Restaurant,Stolen,Morning
2021,September,Thursday,16,Bank And Other Financial Institutions,Stolen,Afternoon
2021,September,Thursday,11,Universities / Colleges,Stolen,Morning
2021,September,Monday,13,Apartment,Stolen,Afternoon
2021,September,Thursday,21,Apartment,Stolen,Evening
2021,September,Wednesday,23,"Single Home, House",Stolen,Evening
2021,September,Sunday,18,Parking Lots,Stolen,Evening
2021,September,Wednesday,23,"Single Home, House",Recovered,Evening
2021,September,Wednesday,23,"Single Home, House",Stolen,Evening
2021,September,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Saturday,6,Apartment,Stolen,Morning
2021,September,Wednesday,8,"Streets, Roads, Highways",Stolen,Morning
2021,September,Sunday,1,Parking Lots,Stolen,Overnight
2021,September,Thursday,18,Apartment,Stolen,Evening
2021,September,Saturday,6,Apartment,Stolen,Morning
2021,September,Saturday,16,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Tuesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Saturday,15,Commercial Dwelling Unit,Stolen,Afternoon
2021,September,Saturday,1,Apartment,Stolen,Overnight
2021,September,Saturday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,September,Saturday,16,"Single Home, House",Stolen,Afternoon
2021,September,Tuesday,5,"Single Home, House",Stolen,Overnight
2021,September,Saturday,12,Private Property Structure,Stolen,Afternoon
2021,September,Saturday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,September,Saturday,12,Private Property Structure,Stolen,Afternoon
2021,September,Saturday,16,"Single Home, House",Stolen,Afternoon
2021,September,Friday,22,Apartment,Stolen,Evening
2021,September,Saturday,19,Private Property Structure,Stolen,Evening
2021,September,Saturday,16,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Sunday,7,"Streets, Roads, Highways",Stolen,Morning
2021,September,Friday,9,Ttc Subway Station,Stolen,Morning
2021,September,Wednesday,21,Parking Lots,Stolen,Evening
2021,September,Monday,4,Go Station,Stolen,Overnight
2021,September,Monday,6,Private Property Structure,Stolen,Morning
2021,September,Saturday,22,"Single Home, House",Stolen,Evening
2021,September,Saturday,22,"Single Home, House",Stolen,Evening
2021,September,Sunday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Sunday,17,Apartment,Stolen,Afternoon
2021,September,Monday,7,Convenience Stores,Stolen,Morning
2021,September,Sunday,18,"Single Home, House",Stolen,Evening
2021,September,Monday,9,Schools During Un-Supervised Activity,Stolen,Morning
2021,September,Monday,17,Convenience Stores,Stolen,Afternoon
2021,September,Sunday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Friday,14,Schools During Supervised Activity,Stolen,Afternoon
2021,September,Friday,14,Schools During Supervised Activity,Stolen,Afternoon
2021,September,Friday,16,Commercial Dwelling Unit,Stolen,Afternoon
2021,September,Sunday,18,Apartment,Stolen,Evening
2021,September,Monday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Sunday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Monday,11,Universities / Colleges,Stolen,Morning
2021,September,Monday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Monday,20,Apartment,Stolen,Evening
2021,September,Friday,8,Other Non Commercial / Corporate Places,Stolen,Morning
2021,September,Sunday,13,Bank And Other Financial Institutions,Stolen,Afternoon
2021,September,Sunday,22,Parking Lots,Stolen,Evening
2021,September,Wednesday,17,Parking Lots,Stolen,Afternoon
2021,September,Wednesday,19,Parking Lots,Stolen,Evening
2021,August,Friday,18,Private Property Structure,Stolen,Evening
2021,September,Monday,19,"Single Home, House",Stolen,Evening
2021,September,Tuesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Tuesday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,September,Sunday,16,Universities / Colleges,Stolen,Afternoon
2021,September,Thursday,16,Universities / Colleges,Stolen,Afternoon
2021,September,Tuesday,1,Private Property Structure,Stolen,Overnight
2021,September,Sunday,20,Apartment,Stolen,Evening
2021,September,Monday,16,Apartment,Stolen,Afternoon
2021,September,Wednesday,7,Private Property Structure,Stolen,Morning
2021,September,Tuesday,10,Go Station,Stolen,Morning
2021,September,Sunday,21,"Streets, Roads, Highways",Stolen,Evening
2021,September,Saturday,15,Apartment,Stolen,Afternoon
2021,September,Wednesday,9,"Single Home, House",Stolen,Morning
2021,September,Tuesday,18,Apartment,Stolen,Evening
2021,September,Monday,20,Private Property Structure,Stolen,Evening
2021,September,Tuesday,9,Go Station,Stolen,Morning
2021,September,Wednesday,7,Private Property Structure,Stolen,Morning
2021,September,Monday,13,Schools During Un-Supervised Activity,Stolen,Afternoon
2021,September,Tuesday,3,Apartment,Stolen,Overnight
2021,September,Monday,9,Parking Lots,Stolen,Morning
2021,September,Tuesday,20,Parking Lots,Stolen,Evening
2021,September,Monday,17,Apartment,Stolen,Afternoon
2021,September,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Saturday,4,Apartment,Stolen,Overnight
2021,September,Tuesday,20,Parking Lots,Stolen,Evening
2021,September,Tuesday,12,Apartment,Stolen,Afternoon
2021,September,Tuesday,12,Schools During Un-Supervised Activity,Stolen,Afternoon
2021,September,Wednesday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,September,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,17,Parking Lots,Stolen,Afternoon
2021,September,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,11,Universities / Colleges,Stolen,Morning
2021,September,Tuesday,6,Universities / Colleges,Stolen,Morning
2021,September,Tuesday,20,Universities / Colleges,Stolen,Evening
2021,September,Wednesday,4,Private Property Structure,Stolen,Overnight
2021,September,Thursday,13,Ttc Subway Station,Stolen,Afternoon
2021,September,Tuesday,11,Universities / Colleges,Stolen,Morning
2021,September,Tuesday,3,Apartment,Stolen,Overnight
2021,September,Thursday,21,"Streets, Roads, Highways",Stolen,Evening
2021,September,Saturday,19,"Single Home, House",Stolen,Evening
2021,September,Saturday,19,"Single Home, House",Stolen,Evening
2021,September,Saturday,19,"Single Home, House",Stolen,Evening
2021,September,Thursday,11,"Streets, Roads, Highways",Stolen,Morning
2021,September,Tuesday,3,Apartment,Stolen,Overnight
2021,September,Tuesday,22,"Streets, Roads, Highways",Stolen,Evening
2021,September,Tuesday,5,Ttc Bus,Stolen,Overnight
2021,September,Tuesday,11,Universities / Colleges,Stolen,Morning
2021,October,Friday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Saturday,19,Parking Lots,Stolen,Evening
2021,September,Thursday,11,Apartment,Stolen,Morning
2021,October,Friday,10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,October,Friday,22,Apartment,Stolen,Evening
2021,September,Monday,21,Apartment,Stolen,Evening
2021,September,Wednesday,15,"Single Home, House",Stolen,Afternoon
2021,October,Friday,8,Ttc Subway Station,Stolen,Morning
2021,October,Friday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,October,Friday,16,Parking Lots,Stolen,Afternoon
2021,September,Tuesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,22,Parking Lots,Stolen,Evening
2021,October,Saturday,19,"Streets, Roads, Highways",Stolen,Evening
2021,October,Saturday,14,Apartment,Stolen,Afternoon
2021,October,Saturday,1,Private Property Structure,Stolen,Overnight
2021,October,Saturday,5,"Single Home, House",Stolen,Overnight
2021,October,Saturday,14,Apartment,Stolen,Afternoon
2021,August,Monday,13,Apartment,Stolen,Afternoon
2021,October,Saturday,10,"Streets, Roads, Highways",Stolen,Morning
2021,October,Saturday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,October,Saturday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,October,Friday,15,"Single Home, House",Stolen,Afternoon
2021,October,Friday,22,Private Property Structure,Stolen,Evening
2021,October,Saturday,22,Apartment,Stolen,Evening
2021,October,Friday,15,"Single Home, House",Stolen,Afternoon
2021,October,Sunday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Wednesday,15,Apartment,Stolen,Afternoon
2021,October,Friday,14,"Single Home, House",Stolen,Afternoon
2021,October,Sunday,15,"Streets, Roads, Highways",Unknown,Afternoon
2021,October,Monday,7,"Streets, Roads, Highways",Stolen,Morning
2021,October,Saturday,20,"Streets, Roads, Highways",Stolen,Evening
2021,October,Friday,16,Parking Lots,Stolen,Afternoon
2021,October,Saturday,19,Parking Lots,Stolen,Evening
2021,October,Friday,13,Apartment,Stolen,Afternoon
2021,September,Thursday,3,Private Property Structure,Stolen,Overnight
2021,September,Wednesday,17,Apartment,Stolen,Afternoon
2021,October,Tuesday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Saturday,14,Apartment,Stolen,Afternoon
2021,October,Tuesday,18,Apartment,Stolen,Evening
2021,October,Tuesday,5,Apartment,Stolen,Overnight
2021,October,Tuesday,6,Hospital / Institutions / Medical Facilities,Stolen,Morning
2021,October,Monday,19,Parking Lots,Stolen,Evening
2021,October,Tuesday,14,"Single Home, House",Stolen,Afternoon
2021,October,Tuesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,October,Tuesday,20,Bar / Restaurant,Stolen,Evening
2021,October,Tuesday,14,"Single Home, House",Stolen,Afternoon
2021,October,Tuesday,7,Apartment,Stolen,Morning
2021,October,Tuesday,14,"Single Home, House",Stolen,Afternoon
2021,October,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,October,Tuesday,20,Unknown,Stolen,Evening
2021,October,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,October,Wednesday,5,"Streets, Roads, Highways",Unknown,Overnight
2021,September,Wednesday,15,Unknown,Stolen,Afternoon
