Year,Month,Day of the Week,Hour,Location Type,Status,Day Part
2021,August,Sunday,22,Private Property Structure,Stolen,Evening
2021,August,Monday,12,Private Property Structure,Stolen,Afternoon
2021,August,Tuesday,15,Apartment,Stolen,Afternoon
2021,July,Friday,12,Apartment,Stolen,Afternoon
2021,August,Tuesday,8,Apartment,Stolen,Morning
2021,January,Friday,10,Apartment,Stolen,Morning
2021,August,Monday,22,Private Property Structure,Stolen,Evening
2021,July,Friday,23,Private Property Structure,Stolen,Evening
2021,August,Thursday,2,"Streets, Roads, Highways",Stolen,Overnight
2021,August,Tuesday,21,Universities / Colleges,Stolen,Evening
2021,August,Wednesday,18,Apartment,Stolen,Evening
2021,August,Sunday,12,Parking Lots,Stolen,Afternoon
2021,August,Thursday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Sunday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Friday,17,Apartment,Stolen,Afternoon
2021,July,Wednesday,17,Apartment,Stolen,Afternoon
2021,August,Thursday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,July,Wednesday,23,"Single Home, House",Stolen,Evening
2021,August,Friday,17,Other Passenger Train Station,Stolen,Afternoon
2021,August,Monday,15,Parking Lots,Stolen,Afternoon
2021,August,Monday,7,"Streets, Roads, Highways",Stolen,Morning
2021,August,Tuesday,5,Apartment,Stolen,Overnight
2021,August,Thursday,18,Hospital / Institutions / Medical Facilities,Stolen,Evening
2021,August,Friday,13,Private Property Structure,Stolen,Afternoon
2021,August,Friday,8,Bar / Restaurant,Stolen,Morning
2021,August,Wednesday,15,Apartment,Stolen,Afternoon
2021,August,Friday,8,Parking Lots,Stolen,Morning
2021,August,Friday,13,Apartment,Stolen,Afternoon
2021,August,Wednesday,23,Private Property Structure,Stolen,Evening
2021,August,Friday,21,Apartment,Stolen,Evening
2021,August,Thursday,19,Private Property Structure,Stolen,Evening
2021,August,Saturday,12,Unknown,Stolen,Afternoon
2021,August,Saturday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Wednesday,22,Apartment,Stolen,Evening
2021,August,Friday,19,Apartment,Stolen,Evening
2021,August,Saturday,5,Apartment,Stolen,Overnight
2021,August,Saturday,10,Ttc Subway Station,Stolen,Morning
2021,August,Friday,23,"Single Home, House",Stolen,Evening
2021,August,Wednesday,17,Apartment,Stolen,Afternoon
2021,August,Saturday,1,Parking Lots,Stolen,Overnight
2021,August,Saturday,22,"Single Home, House",Stolen,Evening
2021,August,Saturday,10,Parking Lots,Stolen,Morning
2021,August,Sunday,11,Other Passenger Train Station,Stolen,Morning
2021,August,Sunday,10,Apartment,Stolen,Morning
2021,August,Sunday,10,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Sunday,18,Convenience Stores,Stolen,Evening
2021,August,Saturday,23,"Single Home, House",Stolen,Evening
2021,August,Saturday,23,"Single Home, House",Stolen,Evening
2021,August,Saturday,22,Apartment,Stolen,Evening
2021,August,Saturday,20,Private Property Structure,Stolen,Evening
2021,August,Monday,18,Apartment,Stolen,Evening
2021,August,Sunday,21,"Streets, Roads, Highways",Stolen,Evening
2021,August,Saturday,19,Bar / Restaurant,Stolen,Evening
2021,August,Monday,8,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Wednesday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Monday,16,"Single Home, House",Stolen,Afternoon
2021,August,Monday,1,Apartment,Stolen,Overnight
2021,August,Monday,16,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Thursday,23,Private Property Structure,Stolen,Evening
2021,July,Sunday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Saturday,10,Parking Lots,Stolen,Morning
2021,July,Thursday,18,Apartment,Stolen,Evening
2021,August,Monday,17,"Single Home, House",Stolen,Afternoon
2021,August,Monday,9,Universities / Colleges,Stolen,Morning
2021,August,Tuesday,21,"Streets, Roads, Highways",Stolen,Evening
2021,August,Tuesday,2,"Streets, Roads, Highways",Stolen,Overnight
2021,August,Tuesday,7,Ttc Subway Station,Stolen,Morning
2021,August,Monday,22,"Single Home, House",Stolen,Evening
2021,August,Monday,23,"Single Home, House",Stolen,Evening
2021,August,Thursday,16,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Tuesday,2,"Streets, Roads, Highways",Stolen,Overnight
2021,August,Tuesday,7,Private Property Structure,Stolen,Morning
2021,August,Tuesday,8,Parking Lots,Stolen,Morning
2021,August,Tuesday,8,Parking Lots,Stolen,Morning
2021,August,Tuesday,17,Apartment,Stolen,Afternoon
2021,August,Thursday,23,"Single Home, House",Stolen,Evening
2021,August,Tuesday,7,Private Property Structure,Stolen,Morning
2021,August,Tuesday,8,Parking Lots,Stolen,Morning
2021,August,Friday,18,Apartment,Stolen,Evening
2021,August,Tuesday,12,Apartment,Stolen,Afternoon
2021,August,Monday,22,"Single Home, House",Stolen,Evening
2021,August,Tuesday,2,"Streets, Roads, Highways",Stolen,Overnight
2021,August,Tuesday,8,Parking Lots,Stolen,Morning
2021,August,Tuesday,21,"Streets, Roads, Highways",Stolen,Evening
2021,August,Sunday,15,Apartment,Stolen,Afternoon
2021,August,Monday,22,"Single Home, House",Stolen,Evening
2021,August,Tuesday,11,Apartment,Stolen,Morning
2021,August,Tuesday,22,"Single Home, House",Stolen,Evening
2021,August,Wednesday,5,"Streets, Roads, Highways",Stolen,Overnight
2021,June,Sunday,8,Apartment,Stolen,Morning
2021,August,Wednesday,15,Open Areas,Stolen,Afternoon
2021,August,Tuesday,16,"Single Home, House",Stolen,Afternoon
2021,August,Tuesday,22,Parking Lots,Stolen,Evening
2021,August,Tuesday,17,"Single Home, House",Stolen,Afternoon
2021,August,Thursday,23,"Single Home, House",Stolen,Evening
2021,March,Monday,9,Parking Lots,Stolen,Morning
2021,August,Wednesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Sunday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Tuesday,17,"Single Home, House",Stolen,Afternoon
2021,August,Tuesday,17,"Single Home, House",Stolen,Afternoon
2021,August,Tuesday,22,Parking Lots,Stolen,Evening
2021,August,Tuesday,22,"Single Home, House",Stolen,Evening
2021,August,Tuesday,22,"Single Home, House",Stolen,Evening
2021,August,Tuesday,22,Apartment,Stolen,Evening
2021,August,Thursday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Thursday,9,"Streets, Roads, Highways",Stolen,Morning
2021,August,Wednesday,17,Apartment,Stolen,Afternoon
2021,August,Wednesday,17,Apartment,Stolen,Afternoon
2021,August,Wednesday,21,"Single Home, House",Stolen,Evening
2021,August,Monday,4,Apartment,Stolen,Overnight
2021,August,Monday,22,Apartment,Stolen,Evening
2021,August,Thursday,9,"Streets, Roads, Highways",Stolen,Morning
2021,August,Thursday,9,"Streets, Roads, Highways",Stolen,Morning
2021,August,Thursday,1,Private Property Structure,Stolen,Overnight
2021,August,Thursday,12,Private Property Structure,Stolen,Afternoon
2021,August,Thursday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,August,Wednesday,19,"Streets, Roads, Highways",Stolen,Evening
2021,August,Tuesday,22,Apartment,Stolen,Evening
2021,August,Thursday,9,"Streets, Roads, Highways",Stolen,Morning
2021,August,Saturday,13,Apartment,Stolen,Afternoon
2021,August,Wednesday,9,Private Property Structure,Stolen,Morning
2021,August,Thursday,20,"Single Home, House",Stolen,Evening
2021,August,Thursday,13,Ttc Subway Station,Stolen,Afternoon
2021,August,Friday,6,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Thursday,14,Apartment,Stolen,Afternoon
2021,August,Thursday,11,Apartment,Stolen,Morning
2021,August,Thursday,13,Ttc Subway Station,Stolen,Afternoon
2021,August,Friday,6,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Friday,10,Apartment,Stolen,Morning
2021,August,Friday,23,"Streets, Roads, Highways",Stolen,Evening
2021,August,Saturday,6,Parking Lots,Stolen,Morning
2021,August,Friday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Saturday,9,Private Property Structure,Stolen,Morning
2021,August,Friday,23,Private Property Structure,Stolen,Evening
2021,August,Friday,22,"Streets, Roads, Highways",Stolen,Evening
2021,August,Saturday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Saturday,18,Universities / Colleges,Stolen,Evening
2021,August,Saturday,10,Apartment,Stolen,Morning
2021,August,Friday,23,Private Property Structure,Stolen,Evening
2021,August,Thursday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Sunday,6,Parking Lots,Stolen,Morning
2021,August,Sunday,14,Apartment,Stolen,Afternoon
2021,August,Saturday,22,"Single Home, House",Stolen,Evening
2021,August,Monday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Monday,20,Open Areas,Stolen,Evening
2021,August,Monday,7,Apartment,Stolen,Morning
2021,August,Monday,17,Universities / Colleges,Stolen,Afternoon
2021,August,Monday,9,Unknown,Stolen,Morning
2021,August,Sunday,19,Commercial Dwelling Unit,Stolen,Evening
2021,August,Sunday,21,Parking Lots,Stolen,Evening
2021,August,Monday,2,"Single Home, House",Stolen,Overnight
2021,July,Tuesday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Sunday,6,Parking Lots,Stolen,Morning
2021,August,Monday,10,"Streets, Roads, Highways",Stolen,Morning
2021,August,Monday,20,Apartment,Stolen,Evening
2021,August,Monday,19,"Single Home, House",Stolen,Evening
2021,August,Monday,19,"Single Home, House",Stolen,Evening
2021,August,Wednesday,9,Apartment,Stolen,Morning
2021,August,Monday,21,"Single Home, House",Stolen,Evening
2021,August,Saturday,10,Apartment,Stolen,Morning
2021,August,Tuesday,13,Open Areas,Stolen,Afternoon
2021,August,Sunday,3,Apartment,Stolen,Overnight
2021,August,Tuesday,16,Parking Lots,Stolen,Afternoon
2021,August,Thursday,13,Go Station,Stolen,Afternoon
2021,August,Tuesday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Monday,18,Other Non Commercial / Corporate Places,Stolen,Evening
2021,August,Sunday,14,Apartment,Stolen,Afternoon
2021,August,Thursday,14,Apartment,Stolen,Afternoon
2021,August,Thursday,14,Apartment,Stolen,Afternoon
2021,August,Sunday,22,"Streets, Roads, Highways",Stolen,Evening
2021,August,Tuesday,6,"Single Home, House",Stolen,Morning
2021,August,Wednesday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Tuesday,20,Bar / Restaurant,Stolen,Evening
2021,August,Wednesday,1,"Single Home, House",Stolen,Overnight
2021,August,Wednesday,4,Private Property Structure,Stolen,Overnight
2021,August,Tuesday,22,Apartment,Stolen,Evening
2021,August,Wednesday,7,Private Property Structure,Stolen,Morning
2021,August,Monday,18,"Single Home, House",Stolen,Evening
2021,April,Saturday,16,Apartment,Stolen,Afternoon
2021,August,Tuesday,21,Apartment,Stolen,Evening
2021,August,Wednesday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Wednesday,10,Hospital / Institutions / Medical Facilities,Stolen,Morning
2021,August,Friday,9,"Streets, Roads, Highways",Stolen,Morning
2021,August,Tuesday,17,Apartment,Stolen,Afternoon
2021,July,Thursday,9,Apartment,Stolen,Morning
2021,August,Thursday,18,"Streets, Roads, Highways",Stolen,Evening
2021,August,Thursday,23,Apartment,Stolen,Evening
2021,August,Tuesday,18,Apartment,Stolen,Evening
2021,August,Saturday,10,"Single Home, House",Stolen,Morning
2021,August,Tuesday,18,Apartment,Stolen,Evening
2021,August,Tuesday,13,Apartment,Stolen,Afternoon
2021,August,Thursday,23,Apartment,Stolen,Evening
2021,August,Friday,15,Apartment,Stolen,Afternoon
2021,August,Tuesday,22,Convenience Stores,Stolen,Evening
2021,August,Saturday,10,"Single Home, House",Stolen,Morning
2021,August,Tuesday,18,Apartment,Stolen,Evening
2021,August,Wednesday,15,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Monday,19,Universities / Colleges,Stolen,Evening
2021,August,Friday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Friday,19,Parking Lots,Stolen,Evening
2021,August,Sunday,13,Parking Lots,Stolen,Afternoon
2021,August,Thursday,22,"Single Home, House",Stolen,Evening
2021,August,Friday,7,"Streets, Roads, Highways",Stolen,Morning
2021,August,Friday,4,Private Property Structure,Stolen,Overnight
2021,August,Wednesday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Friday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Friday,13,Parking Lots,Stolen,Afternoon
2021,July,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Monday,22,Apartment,Stolen,Evening
2021,August,Friday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Friday,8,Go Station,Stolen,Morning
2021,August,Friday,4,Private Property Structure,Stolen,Overnight
2021,August,Saturday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Tuesday,12,Apartment,Stolen,Afternoon
2021,August,Saturday,18,Open Areas,Stolen,Evening
2021,August,Wednesday,19,Parking Lots,Stolen,Evening
2021,August,Friday,14,Ttc Subway Station,Stolen,Afternoon
2021,August,Thursday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Saturday,17,Apartment,Stolen,Afternoon
2021,August,Monday,9,Parking Lots,Stolen,Morning
2021,August,Saturday,17,Apartment,Stolen,Afternoon
2021,August,Sunday,9,Private Property Structure,Stolen,Morning
2021,August,Friday,19,Parking Lots,Stolen,Evening
2021,August,Wednesday,20,Hospital / Institutions / Medical Facilities,Stolen,Evening
2021,August,Saturday,18,Apartment,Stolen,Evening
2021,August,Wednesday,21,Private Property Structure,Stolen,Evening
2021,August,Sunday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Sunday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Sunday,10,Apartment,Stolen,Morning
2021,August,Saturday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Friday,20,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2021,August,Sunday,10,"Streets, Roads, Highways",Stolen,Morning
2021,August,Sunday,18,"Single Home, House",Stolen,Evening
2021,August,Monday,8,Apartment,Stolen,Morning
2021,August,Sunday,18,Private Property Structure,Stolen,Evening
2021,August,Tuesday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Sunday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Tuesday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,August,Sunday,3,Apartment,Stolen,Overnight
2021,August,Saturday,19,Apartment,Stolen,Evening
2021,August,Tuesday,21,Private Property Structure,Stolen,Evening
2021,August,Tuesday,21,Private Property Structure,Stolen,Evening
2021,August,Monday,17,Ttc Subway Station,Stolen,Afternoon
2021,August,Monday,13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Wednesday,14,Apartment,Stolen,Afternoon
2021,August,Monday,9,Apartment,Stolen,Morning
2021,August,Monday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Monday,8,Religious Facilities,Stolen,Morning
2021,August,Tuesday,18,"Single Home, House",Stolen,Evening
2021,August,Monday,18,Ttc Subway Station,Stolen,Evening
2021,August,Tuesday,21,Private Property Structure,Stolen,Evening
2021,August,Tuesday,13,Apartment,Stolen,Afternoon
2021,August,Monday,20,Parking Lots,Stolen,Evening
2021,August,Saturday,16,Parking Lots,Stolen,Afternoon
2021,August,Friday,14,Private Property Structure,Stolen,Afternoon
2021,August,Monday,13,Ttc Subway Station,Stolen,Afternoon
2021,August,Saturday,20,Apartment,Stolen,Evening
2021,August,Monday,12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Saturday,22,Parking Lots,Stolen,Evening
2021,August,Monday,23,Private Property Structure,Stolen,Evening
2021,August,Tuesday,10,Bar / Restaurant,Stolen,Morning
2021,August,Sunday,1,Private Property Structure,Stolen,Overnight
2021,August,Tuesday,8,Ttc Subway Station,Stolen,Morning
2021,August,Tuesday,19,Apartment,Stolen,Evening
2021,August,Tuesday,16,Construction Site,Stolen,Afternoon
2021,August,Monday,21,"Single Home, House",Stolen,Evening
2021,August,Tuesday,19,Apartment,Stolen,Evening
2021,August,Tuesday,19,"Streets, Roads, Highways",Stolen,Evening
2021,August,Monday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Tuesday,22,"Single Home, House",Stolen,Evening
2021,August,Wednesday,17,Bar / Restaurant,Stolen,Afternoon
2021,September,Wednesday,14,Parking Lots,Stolen,Afternoon
2021,August,Sunday,6,Apartment,Stolen,Morning
2021,September,Wednesday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Tuesday,22,"Single Home, House",Stolen,Evening
2021,September,Wednesday,9,Private Property Structure,Stolen,Morning
2021,August,Tuesday,23,"Single Home, House",Stolen,Evening
2021,August,Tuesday,18,Ttc Subway Station,Stolen,Evening
2021,August,Friday,8,Apartment,Stolen,Morning
2021,August,Monday,22,"Single Home, House",Stolen,Evening
2021,August,Tuesday,4,Apartment,Stolen,Overnight
2021,September,Thursday,13,Open Areas,Stolen,Afternoon
2021,August,Thursday,1,Private Property Structure,Stolen,Overnight
2021,September,Thursday,17,Private Property Structure,Stolen,Afternoon
2021,August,Saturday,20,"Single Home, House",Stolen,Evening
2021,August,Sunday,2,"Streets, Roads, Highways",Stolen,Overnight
2021,September,Wednesday,19,"Streets, Roads, Highways",Stolen,Evening
2021,August,Thursday,1,Private Property Structure,Stolen,Overnight
2021,September,Thursday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,August,Sunday,19,Apartment,Stolen,Evening
2021,September,Wednesday,14,"Single Home, House",Stolen,Afternoon
2021,September,Wednesday,21,Apartment,Stolen,Evening
2021,August,Thursday,1,Private Property Structure,Stolen,Overnight
2021,August,Sunday,19,Apartment,Stolen,Evening
2021,September,Thursday,13,Apartment,Stolen,Afternoon
2021,September,Friday,16,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,August,Thursday,14,Parking Lots,Stolen,Afternoon
2021,September,Friday,8,Apartment,Stolen,Morning
2021,August,Monday,14,Apartment,Stolen,Afternoon
2021,September,Friday,18,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Evening
2020,July,Monday,12,Apartment,Stolen,Afternoon
2021,September,Thursday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Friday,12,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Thursday,20,Apartment,Stolen,Evening
2020,August,Saturday,12,Apartment,Stolen,Afternoon
2021,August,Friday,1,Private Property Structure,Stolen,Overnight
2021,September,Thursday,18,Apartment,Stolen,Evening
2021,August,Monday,19,"Single Home, House",Stolen,Evening
2021,August,Friday,23,Apartment,Stolen,Evening
2021,September,Thursday,23,"Single Home, House",Unknown,Evening
2021,September,Friday,22,Private Property Structure,Stolen,Evening
2021,September,Friday,22,Private Property Structure,Stolen,Evening
2021,September,Friday,6,Parking Lots,Stolen,Morning
2021,September,Saturday,14,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Friday,18,Ttc Subway Station,Stolen,Evening
2021,September,Sunday,22,Apartment,Recovered,Evening
2021,September,Sunday,22,Apartment,Recovered,Evening
2021,September,Sunday,10,"Streets, Roads, Highways",Stolen,Morning
2021,September,Saturday,16,Bar / Restaurant,Stolen,Afternoon
2021,August,Saturday,12,Apartment,Stolen,Afternoon
2021,June,Sunday,19,Apartment,Stolen,Evening
2021,September,Sunday,1,Apartment,Stolen,Overnight
2021,September,Wednesday,14,Parking Lots,Stolen,Afternoon
2021,September,Sunday,21,Convenience Stores,Stolen,Evening
2021,August,Monday,15,Unknown,Stolen,Afternoon
2021,September,Friday,8,Apartment,Stolen,Morning
2021,September,Friday,8,Apartment,Stolen,Morning
2021,September,Monday,16,Apartment,Stolen,Afternoon
2021,September,Wednesday,7,Apartment,Stolen,Morning
2021,September,Wednesday,7,Apartment,Stolen,Morning
2021,August,Sunday,14,Apartment,Stolen,Afternoon
2021,September,Wednesday,7,Apartment,Stolen,Morning
2021,September,Monday,18,Convenience Stores,Unknown,Evening
2021,September,Monday,13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Monday,9,Ttc Subway Station,Stolen,Morning
2021,September,Monday,14,Other Non Commercial / Corporate Places,Stolen,Afternoon
2021,September,Monday,5,Private Property Structure,Stolen,Overnight
2021,September,Sunday,23,"Single Home, House",Stolen,Evening
2021,September,Sunday,23,"Single Home, House",Stolen,Evening
2021,September,Monday,12,"Single Home, House",Stolen,Afternoon
2021,September,Monday,5,Private Property Structure,Stolen,Overnight
2021,September,Tuesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,August,Saturday,11,Apartment,Stolen,Morning
2021,September,Tuesday,14,Bank And Other Financial Institutions,Stolen,Afternoon
2021,September,Tuesday,14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Tuesday,15,Apartment,Stolen,Afternoon
2021,August,Sunday,13,Parking Lots,Stolen,Afternoon
2021,September,Saturday,18,Parking Lots,Stolen,Evening
2021,September,Tuesday,12,Convenience Stores,Stolen,Afternoon
2021,September,Sunday,17,Apartment,Stolen,Afternoon
2021,September,Monday,18,Bar / Restaurant,Stolen,Evening
2021,September,Sunday,12,Apartment,Stolen,Afternoon
2021,September,Tuesday,22,"Streets, Roads, Highways",Stolen,Evening
2021,August,Sunday,3,Apartment,Stolen,Overnight
2021,September,Tuesday,17,"Single Home, House",Stolen,Afternoon
2021,September,Tuesday,10,Go Station,Stolen,Morning
2021,September,Wednesday,17,Apartment,Stolen,Afternoon
2021,September,Tuesday,10,Go Station,Stolen,Morning
2021,August,Sunday,8,Private Property Structure,Stolen,Morning
2021,September,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Wednesday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Thursday,21,"Single Home, House",Stolen,Evening
2021,August,Sunday,17,"Single Home, House",Stolen,Afternoon
2021,September,Thursday,14,Apartment,Stolen,Afternoon
2021,September,Tuesday,15,Unknown,Stolen,Afternoon
2021,September,Tuesday,17,Ttc Subway Station,Stolen,Afternoon
2021,September,Friday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Sunday,23,"Single Home, House",Stolen,Evening
2021,September,Thursday,21,"Single Home, House",Stolen,Evening
2021,September,Thursday,4,Parking Lots,Stolen,Overnight
2021,September,Tuesday,22,"Streets, Roads, Highways",Stolen,Evening
2021,September,Sunday,11,Apartment,Stolen,Morning
2021,September,Tuesday,20,"Streets, Roads, Highways",Stolen,Evening
2021,September,Friday,5,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Overnight
2021,September,Sunday,13,Apartment,Stolen,Afternoon
2021,September,Sunday,13,Apartment,Stolen,Afternoon
2021,September,Friday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Friday,8,Ttc Subway Station,Stolen,Morning
2021,September,Friday,22,Apartment,Stolen,Evening
2021,August,Tuesday,3,"Streets, Roads, Highways",Stolen,Overnight
2021,September,Sunday,23,Private Property Structure,Stolen,Evening
2021,September,Friday,5,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Overnight
2021,September,Sunday,1,Private Property Structure,Stolen,Overnight
2021,September,Thursday,23,"Single Home, House",Stolen,Evening
2021,September,Thursday,19,"Single Home, House",Stolen,Evening
2021,September,Thursday,18,Parking Lots,Stolen,Evening
2021,August,Sunday,18,"Streets, Roads, Highways",Stolen,Evening
2021,September,Friday,23,"Streets, Roads, Highways",Stolen,Evening
2021,September,Friday,21,Bar / Restaurant,Stolen,Evening
2021,September,Friday,13,Bar / Restaurant,Stolen,Afternoon
2021,September,Saturday,10,Apartment,Stolen,Morning
2021,September,Friday,21,Bar / Restaurant,Stolen,Evening
2021,September,Saturday,5,Apartment,Unknown,Overnight
2021,September,Friday,21,Apartment,Stolen,Evening
2021,September,Saturday,21,"Single Home, House",Stolen,Evening
2021,September,Sunday,16,Bar / Restaurant,Stolen,Afternoon
2021,September,Sunday,13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Saturday,12,Open Areas,Stolen,Afternoon
2021,September,Sunday,22,Parking Lots,Stolen,Evening
2021,September,Sunday,1,"Single Home, House",Stolen,Overnight
2021,September,Thursday,17,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Afternoon
2021,September,Saturday,13,Bar / Restaurant,Stolen,Afternoon
2021,September,Saturday,17,"Streets, Roads, Highways",Stolen,Afternoon
2021,July,Saturday,8,"Single Home, House",Stolen,Morning
2021,September,Wednesday,1,Private Property Structure,Stolen,Overnight
2021,September,Sunday,20,Commercial Dwelling Unit,Stolen,Evening
2021,August,Monday,21,Apartment,Stolen,Evening
2021,September,Saturday,21,Parking Lots,Stolen,Evening
2021,September,Monday,21,"Single Home, House",Stolen,Evening
2021,September,Saturday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Monday,13,Apartment,Stolen,Afternoon
2021,September,Monday,10,Go Station,Stolen,Morning
2021,September,Wednesday,16,Apartment,Stolen,Afternoon
2021,September,Sunday,10,"Streets, Roads, Highways",Stolen,Morning
2021,September,Friday,11,Apartment,Stolen,Morning
2021,September,Wednesday,1,Apartment,Stolen,Overnight
2021,September,Monday,9,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Stolen,Morning
2021,September,Sunday,13,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Monday,8,Schools During Un-Supervised Activity,Stolen,Morning
2021,September,Tuesday,7,Go Station,Stolen,Morning
2021,September,Monday,11,Convenience Stores,Stolen,Morning
2021,September,Friday,10,Apartment,Stolen,Morning
2021,September,Friday,11,Apartment,Stolen,Morning
2021,September,Tuesday,15,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Wednesday,15,Apartment,Stolen,Afternoon
2021,September,Monday,22,Apartment,Stolen,Evening
2021,September,Wednesday,16,Universities / Colleges,Stolen,Afternoon
2021,September,Tuesday,9,Schools During Un-Supervised Activity,Stolen,Morning
2021,September,Monday,15,"Single Home, House",Stolen,Afternoon
2021,September,Thursday,14,Open Areas,Stolen,Afternoon
2021,September,Monday,14,Apartment,Stolen,Afternoon
2021,September,Monday,22,Apartment,Stolen,Evening
2021,September,Monday,19,Private Property Structure,Stolen,Evening
2021,September,Friday,21,"Streets, Roads, Highways",Stolen,Evening
2021,September,Monday,20,"Single Home, House",Stolen,Evening
2021,September,Wednesday,16,"Streets, Roads, Highways",Stolen,Afternoon
2021,September,Monday,12,Apartment,Stolen,Afternoon
